boro,cuisine_description,grade,inspection_date,average_score,inspection_count
Brooklyn,Russian,A,2011-08-10T00:00:00.000,12.0,1
Brooklyn,Russian,A,2012-02-17T00:00:00.000,10.0,1
Brooklyn,Bakery Products/Desserts,A,2014-04-21T00:00:00.000,10.0,1
Brooklyn,Bakery Products/Desserts,C,2014-10-30T00:00:00.000,43.0,1
Brooklyn,Bakery Products/Desserts,A,2015-02-11T00:00:00.000,2.0,1
Manhattan,American,A,2015-10-14T00:00:00.000,5.0,1
Manhattan,American,A,2015-11-19T00:00:00.000,12.0,1
Brooklyn,Chicken,A,2015-12-09T00:00:00.000,11.0,1
Queens,American,A,2015-12-16T00:00:00.000,7.0,1
Manhattan,American,A,2016-03-11T00:00:00.000,9.0,1
Bronx,American,B,2016-03-23T00:00:00.000,27.0,1
Queens,American,A,2016-03-26T00:00:00.000,13.0,1
Queens,American,A,2016-04-26T00:00:00.000,5.0,1
Manhattan,American,A,2016-05-02T00:00:00.000,9.0,1
Manhattan,American,A,2016-05-03T00:00:00.000,2.0,1
Manhattan,American,A,2016-05-10T00:00:00.000,2.0,1
Queens,American,A,2016-05-14T00:00:00.000,0.0,1
Manhattan,American,A,2016-05-23T00:00:00.000,5.0,1
Manhattan,American,A,2016-05-25T00:00:00.000,11.0,1
Manhattan,Latin American,A,2016-05-26T00:00:00.000,8.0,1
Queens,American,A,2016-05-28T00:00:00.000,10.0,1
Bronx,American,A,2016-05-31T00:00:00.000,13.0,1
Manhattan,American,A,2016-06-02T00:00:00.000,2.0,1
Staten Island,American,A,2016-06-03T00:00:00.000,10.0,1
Queens,Italian,A,2016-06-07T00:00:00.000,3.0,1
Staten Island,Latin American,A,2016-06-08T00:00:00.000,9.0,1
Brooklyn,American,A,2016-06-11T00:00:00.000,10.0,1
Staten Island,American,A,2016-06-11T00:00:00.000,13.0,1
Manhattan,American,A,2016-06-15T00:00:00.000,0.5714285714285714,7
Staten Island,American,A,2016-06-17T00:00:00.000,11.0,1
Queens,American,A,2016-06-18T00:00:00.000,12.0,1
Manhattan,American,A,2016-06-29T00:00:00.000,11.0,1
Queens,American,A,2016-08-19T00:00:00.000,11.0,1
Manhattan,American,A,2016-08-20T00:00:00.000,12.0,1
Queens,American,A,2016-08-25T00:00:00.000,7.0,2
Queens,American,A,2016-09-01T00:00:00.000,13.0,1
Queens,Japanese,A,2016-09-02T00:00:00.000,6.0,1
Manhattan,American,A,2016-09-07T00:00:00.000,10.0,1
Brooklyn,Vegetarian,B,2016-09-08T00:00:00.000,20.0,1
Brooklyn,American,A,2016-09-09T00:00:00.000,1.0,2
Queens,Korean,A,2016-09-17T00:00:00.000,12.0,1
Brooklyn,Spanish,C,2016-09-19T00:00:00.000,5.0,1
Brooklyn,Spanish,B,2016-09-23T00:00:00.000,20.0,1
Queens,American,A,2016-10-03T00:00:00.000,5.0,1
Bronx,American,B,2016-10-06T00:00:00.000,21.0,1
Queens,Korean,A,2016-10-06T00:00:00.000,7.0,1
Manhattan,American,A,2016-10-07T00:00:00.000,7.0,1
Brooklyn,Tapas,B,2016-10-12T00:00:00.000,16.0,1
Manhattan,American,A,2016-10-13T00:00:00.000,9.0,1
Manhattan,Mediterranean,A,2016-10-13T00:00:00.000,9.0,1
Bronx,American,A,2016-10-15T00:00:00.000,12.0,1
Manhattan,Hotdogs,A,2016-10-22T00:00:00.000,10.0,1
Queens,American,A,2016-10-29T00:00:00.000,10.0,1
Brooklyn,Caribbean,A,2016-11-04T00:00:00.000,2.0,1
Manhattan,American,A,2016-11-09T00:00:00.000,12.0,1
Queens,American,A,2016-11-10T00:00:00.000,13.0,1
Manhattan,Coffee/Tea,C,2016-11-12T00:00:00.000,28.0,1
Manhattan,Hotdogs,A,2016-11-12T00:00:00.000,2.0,1
Queens,American,A,2016-12-06T00:00:00.000,9.0,1
Queens,American,A,2016-12-07T00:00:00.000,1.5,2
Queens,Bottled Beverages,A,2016-12-07T00:00:00.000,10.0,1
Queens,German,A,2016-12-07T00:00:00.000,2.0,1
Queens,Hamburgers,A,2016-12-07T00:00:00.000,7.0,1
Queens,Sandwiches/Salads/Mixed Buffet,A,2016-12-07T00:00:00.000,0.0,1
Manhattan,Vegan,A,2016-12-13T00:00:00.000,13.0,1
Manhattan,American,A,2016-12-18T00:00:00.000,3.0,1
Queens,Coffee/Tea,A,2017-01-12T00:00:00.000,3.0,1
Queens,Sandwiches/Salads/Mixed Buffet,A,2017-01-12T00:00:00.000,2.0,1
Queens,Jewish/Kosher,A,2017-01-19T00:00:00.000,3.0,1
Manhattan,American,A,2017-01-24T00:00:00.000,2.0,1
Brooklyn,American,A,2017-01-25T00:00:00.000,5.0,2
Queens,Mediterranean,A,2017-01-26T00:00:00.000,10.0,1
Manhattan,American,A,2017-01-27T00:00:00.000,5.0,1
Manhattan,American,A,2017-02-01T00:00:00.000,7.5,2
Brooklyn,American,A,2017-02-02T00:00:00.000,9.0,1
Queens,Caribbean,B,2017-02-04T00:00:00.000,20.0,1
Queens,Latin American,A,2017-02-04T00:00:00.000,7.0,1
Brooklyn,Chicken,A,2017-02-07T00:00:00.000,13.0,1
Queens,American,A,2017-02-08T00:00:00.000,10.0,1
Manhattan,American,A,2017-02-10T00:00:00.000,3.1666666666666665,6
Brooklyn,Sandwiches,A,2017-02-15T00:00:00.000,2.0,1
Staten Island,American,A,2017-02-22T00:00:00.000,11.0,1
Manhattan,American,A,2017-02-23T00:00:00.000,7.0,1
Queens,Coffee/Tea,A,2017-03-01T00:00:00.000,2.0,1
Queens,Japanese,A,2017-03-01T00:00:00.000,2.0,1
Queens,American,A,2017-03-04T00:00:00.000,5.0,1
Queens,Chinese,A,2017-03-04T00:00:00.000,13.0,1
Brooklyn,Spanish,A,2017-03-07T00:00:00.000,13.0,1
Manhattan,American,A,2017-03-10T00:00:00.000,8.0,1
Queens,Korean,A,2017-03-11T00:00:00.000,7.0,1
Queens,Japanese,A,2017-03-16T00:00:00.000,11.0,1
Queens,Italian,A,2017-03-17T00:00:00.000,7.0,1
Queens,American,A,2017-03-24T00:00:00.000,5.0,1
Queens,Chinese,A,2017-04-01T00:00:00.000,5.0,1
Brooklyn,Tapas,A,2017-04-04T00:00:00.000,12.0,1
Manhattan,American,A,2017-04-05T00:00:00.000,11.0,1
Queens,American,A,2017-04-19T00:00:00.000,8.5,2
Queens,Bottled Beverages,A,2017-04-28T00:00:00.000,11.0,1
Manhattan,Chinese,A,2017-05-04T00:00:00.000,12.0,1
Brooklyn,Hamburgers,A,2017-05-20T00:00:00.000,10.0,1
Queens,Other,A,2017-05-24T00:00:00.000,8.0,1
Queens,American,A,2017-06-08T00:00:00.000,6.5,2
Queens,Pizza,A,2017-06-08T00:00:00.000,4.0,1
Queens,Soups/Salads/Sandwiches,A,2017-06-08T00:00:00.000,4.0,1
Bronx,Coffee/Tea,A,2017-06-13T00:00:00.000,2.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2017-06-14T00:00:00.000,10.0,1
Brooklyn,Russian,A,2017-06-15T00:00:00.000,7.0,1
Manhattan,American,A,2017-06-15T00:00:00.000,6.0,1
Bronx,American,B,2017-06-16T00:00:00.000,19.0,1
Queens,Italian,A,2017-06-21T00:00:00.000,3.0,1
Brooklyn,American,A,2017-06-23T00:00:00.000,7.0,1
Brooklyn,Spanish,B,2017-06-29T00:00:00.000,15.0,1
Bronx,American,B,2017-07-12T00:00:00.000,19.0,1
Staten Island,American,A,2017-07-15T00:00:00.000,12.0,1
Brooklyn,Coffee/Tea,A,2017-07-18T00:00:00.000,11.0,1
Queens,American,A,2017-07-20T00:00:00.000,7.0,1
Manhattan,American,A,2017-07-25T00:00:00.000,10.0,1
Queens,American,A,2017-07-27T00:00:00.000,4.0,1
Queens,Sandwiches/Salads/Mixed Buffet,A,2017-07-27T00:00:00.000,11.0,1
Manhattan,American,A,2017-08-02T00:00:00.000,4.0,1
Manhattan,American,A,2017-08-09T00:00:00.000,2.0,8
Queens,American,A,2017-08-09T00:00:00.000,3.0,1
Bronx,American,A,2017-08-10T00:00:00.000,11.0,1
Queens,American,A,2017-08-11T00:00:00.000,7.0,1
Brooklyn,Vegetarian,C,2017-08-14T00:00:00.000,29.0,1
Queens,American,A,2017-08-16T00:00:00.000,11.0,1
Brooklyn,American,A,2017-08-18T00:00:00.000,8.0,2
Manhattan,Nuts/Confectionary,A,2017-08-19T00:00:00.000,10.0,1
Queens,American,A,2017-08-19T00:00:00.000,7.0,1
Brooklyn,American,A,2017-08-23T00:00:00.000,10.0,1
Manhattan,American,A,2017-08-23T00:00:00.000,11.0,1
Staten Island,American,A,2017-09-07T00:00:00.000,9.0,1
Manhattan,Latin American,A,2017-09-08T00:00:00.000,12.0,1
Manhattan,American,A,2017-09-13T00:00:00.000,5.0,1
Manhattan,Ethiopian,A,2017-09-14T00:00:00.000,10.0,1
Queens,American,A,2017-09-14T00:00:00.000,7.0,2
Queens,Hamburgers,A,2017-09-14T00:00:00.000,7.0,1
Queens,Soups/Salads/Sandwiches,A,2017-09-14T00:00:00.000,12.0,1
Manhattan,American,A,2017-09-15T00:00:00.000,10.5,2
Manhattan,Soul Food,B,2017-09-15T00:00:00.000,24.0,1
Queens,Middle Eastern,A,2017-09-15T00:00:00.000,11.0,1
Queens,American,A,2017-09-16T00:00:00.000,10.0,1
Brooklyn,American,A,2017-09-21T00:00:00.000,12.0,1
Brooklyn,Caribbean,A,2017-09-22T00:00:00.000,7.0,1
Manhattan,American,A,2017-09-26T00:00:00.000,7.0,2
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2017-09-27T00:00:00.000,11.0,1
Manhattan,American,A,2017-09-28T00:00:00.000,10.0,1
Manhattan,Italian,A,2017-10-02T00:00:00.000,9.0,1
Manhattan,Vegan,A,2017-10-04T00:00:00.000,7.0,1
Manhattan,American,A,2017-10-05T00:00:00.000,11.0,1
Manhattan,Bottled Beverages,A,2017-10-11T00:00:00.000,2.0,1
Manhattan,Italian,C,2017-10-13T00:00:00.000,38.0,1
Staten Island,Italian,A,2017-10-19T00:00:00.000,13.0,1
Bronx,American,A,2017-10-24T00:00:00.000,10.0,1
Brooklyn,Latin American,B,2017-10-24T00:00:00.000,24.0,1
Manhattan,American,A,2017-10-25T00:00:00.000,9.0,1
Manhattan,American,A,2017-10-27T00:00:00.000,2.0,1
Manhattan,American,A,2017-11-01T00:00:00.000,0.0,1
Queens,American,A,2017-11-01T00:00:00.000,4.333333333333333,3
Queens,Italian,A,2017-11-01T00:00:00.000,6.0,1
Queens,Soups/Salads/Sandwiches,A,2017-11-01T00:00:00.000,12.0,1
Staten Island,Tex-Mex,A,2017-11-09T00:00:00.000,10.0,1
Queens,American,A,2017-12-05T00:00:00.000,2.0,2
Queens,German,A,2017-12-05T00:00:00.000,10.0,1
Queens,Hamburgers,A,2017-12-05T00:00:00.000,5.0,1
Queens,Sandwiches/Salads/Mixed Buffet,A,2017-12-05T00:00:00.000,2.0,1
Queens,Bottled Beverages,A,2017-12-07T00:00:00.000,10.0,1
Queens,American,A,2017-12-13T00:00:00.000,12.0,1
Queens,American,A,2017-12-16T00:00:00.000,12.0,1
Queens,American,A,2017-12-18T00:00:00.000,11.0,1
Manhattan,American,A,2017-12-26T00:00:00.000,2.0,1
Brooklyn,Vegetarian,A,2018-01-09T00:00:00.000,13.0,1
Bronx,Caribbean,A,2018-01-12T00:00:00.000,10.0,1
Bronx,American,A,2018-01-13T00:00:00.000,9.0,1
Bronx,Spanish,A,2018-01-13T00:00:00.000,12.0,1
Queens,Coffee/Tea,A,2018-01-18T00:00:00.000,11.0,1
Queens,Jewish/Kosher,A,2018-01-18T00:00:00.000,9.0,1
Queens,Sandwiches/Salads/Mixed Buffet,A,2018-01-18T00:00:00.000,2.0,1
Manhattan,Chinese,A,2018-01-19T00:00:00.000,7.0,1
Queens,American,A,2018-01-31T00:00:00.000,9.0,1
Queens,American,A,2018-02-01T00:00:00.000,7.0,1
Queens,Caribbean,A,2018-02-08T00:00:00.000,3.0,1
Queens,Korean,A,2018-02-08T00:00:00.000,11.0,1
Queens,Mediterranean,A,2018-02-08T00:00:00.000,8.0,1
Manhattan,Latin American,A,2018-02-09T00:00:00.000,8.0,1
Staten Island,American,A,2018-02-10T00:00:00.000,6.0,1
Manhattan,Mediterranean,A,2018-02-16T00:00:00.000,9.0,1
Queens,Korean,A,2018-02-16T00:00:00.000,10.0,1
Manhattan,American,A,2018-02-21T00:00:00.000,2.0,1
Manhattan,American,A,2018-02-23T00:00:00.000,12.0,1
Manhattan,Japanese,A,2018-02-24T00:00:00.000,5.0,1
Manhattan,Japanese,A,2018-03-06T00:00:00.000,10.0,1
Manhattan,American,A,2018-03-07T00:00:00.000,11.0,1
Manhattan,American,A,2018-03-08T00:00:00.000,2.0,1
Queens,American,A,2018-03-08T00:00:00.000,4.5,2
Queens,Japanese,A,2018-03-08T00:00:00.000,11.0,1
Manhattan,American,A,2018-03-09T00:00:00.000,4.0,1
Brooklyn,Chicken,A,2018-03-13T00:00:00.000,9.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2018-03-14T00:00:00.000,12.0,1
Manhattan,American,A,2018-03-22T00:00:00.000,8.0,1
Manhattan,American,A,2018-03-23T00:00:00.000,2.0,1
Queens,Latin American,A,2018-03-28T00:00:00.000,12.0,1
Brooklyn,Caribbean,A,2018-03-30T00:00:00.000,10.0,1
Queens,Caribbean,A,2018-03-31T00:00:00.000,11.0,1
Queens,Chinese,A,2018-03-31T00:00:00.000,4.0,1
Manhattan,American,A,2018-04-03T00:00:00.000,2.0,2
Staten Island,Tex-Mex,A,2018-04-03T00:00:00.000,13.0,1
Manhattan,American,A,2018-04-04T00:00:00.000,12.0,1
Brooklyn,American,A,2018-04-07T00:00:00.000,10.0,1
Queens,Bottled Beverages,A,2018-04-10T00:00:00.000,12.0,1
Queens,American,A,2018-04-12T00:00:00.000,7.0,1
Queens,Coffee/Tea,A,2018-04-12T00:00:00.000,2.0,1
Brooklyn,Mexican,A,2018-04-19T00:00:00.000,5.0,1
Brooklyn,Spanish,A,2018-04-20T00:00:00.000,7.0,1
Queens,American,A,2018-04-24T00:00:00.000,12.0,1
Queens,American,C,2018-04-28T00:00:00.000,35.0,1
Brooklyn,Hamburgers,A,2018-05-02T00:00:00.000,7.0,1
Bronx,American,A,2018-05-07T00:00:00.000,11.0,1
Brooklyn,Sandwiches,A,2018-05-10T00:00:00.000,5.0,1
Queens,American,C,2018-05-14T00:00:00.000,41.0,1
Manhattan,Italian,A,2018-05-17T00:00:00.000,11.0,1
Manhattan,American,A,2018-05-18T00:00:00.000,3.3333333333333335,6
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2018-05-22T00:00:00.000,3.0,1
Queens,Italian,A,2018-05-23T00:00:00.000,2.0,1
Queens,American,A,2018-05-24T00:00:00.000,6.5,2
Queens,Japanese,A,2018-05-24T00:00:00.000,12.0,1
Queens,Pizza,A,2018-05-24T00:00:00.000,2.0,1
Bronx,Coffee/Tea,A,2018-05-30T00:00:00.000,10.0,1
Staten Island,Pizza,A,2018-05-30T00:00:00.000,0.0,1
Brooklyn,Russian,A,2018-05-31T00:00:00.000,13.0,1
Queens,Other,A,2018-05-31T00:00:00.000,12.0,1
Staten Island,Latin American,A,2018-06-01T00:00:00.000,10.0,1
Brooklyn,American,A,2018-06-06T00:00:00.000,5.0,1
Staten Island,American,A,2018-06-06T00:00:00.000,5.0,1
Queens,American,A,2018-06-08T00:00:00.000,0.0,1
Manhattan,American,A,2018-06-09T00:00:00.000,2.0,1
Manhattan,American,A,2018-06-12T00:00:00.000,12.0,1
Manhattan,Japanese,A,2018-06-12T00:00:00.000,12.0,1
Manhattan,American,A,2018-06-14T00:00:00.000,10.0,1
Queens,American,A,2018-06-14T00:00:00.000,10.0,1
Bronx,American,A,2018-06-15T00:00:00.000,13.0,1
Staten Island,Asian/Asian Fusion,B,2018-06-20T00:00:00.000,21.0,1
Queens,American,A,2018-06-21T00:00:00.000,11.0,1
Queens,Italian,A,2018-06-21T00:00:00.000,12.0,1
Manhattan,Chinese,A,2018-06-22T00:00:00.000,13.0,1
Brooklyn,American,A,2018-06-23T00:00:00.000,13.0,1
Queens,Korean,A,2018-06-24T00:00:00.000,9.0,1
Brooklyn,American,A,2018-06-27T00:00:00.000,5.333333333333333,3
Manhattan,American,A,2018-06-28T00:00:00.000,12.0,1
Manhattan,American,A,2018-06-29T00:00:00.000,10.0,1
Queens,Caribbean,A,2018-06-29T00:00:00.000,9.0,1
Queens,American,A,2018-07-09T00:00:00.000,3.0,1
Queens,Middle Eastern,B,2018-07-17T00:00:00.000,14.0,1
Queens,American,A,2018-07-18T00:00:00.000,9.0,1
Staten Island,American,A,2018-08-04T00:00:00.000,10.0,1
Manhattan,Coffee/Tea,A,2018-08-08T00:00:00.000,7.0,1
Manhattan,Pizza,B,2018-08-09T00:00:00.000,21.0,1
Manhattan,Japanese,A,2018-08-20T00:00:00.000,7.0,1
Brooklyn,American,A,2018-08-21T00:00:00.000,12.0,1
Brooklyn,Hamburgers,A,2018-08-22T00:00:00.000,7.0,1
Manhattan,Ethiopian,A,2018-08-28T00:00:00.000,13.0,1
Brooklyn,American,A,2018-08-31T00:00:00.000,7.0,1
Brooklyn,Spanish,B,2018-09-05T00:00:00.000,21.0,1
Manhattan,Italian,B,2018-09-06T00:00:00.000,26.0,1
Queens,American,B,2018-09-10T00:00:00.000,20.0,1
Brooklyn,American,A,2018-09-12T00:00:00.000,13.0,1
Queens,American,A,2018-09-13T00:00:00.000,5.0,1
Manhattan,American,A,2018-09-19T00:00:00.000,10.0,1
Queens,American,A,2018-09-20T00:00:00.000,3.5,2
Queens,Hamburgers,A,2018-09-20T00:00:00.000,5.0,1
Queens,Soups/Salads/Sandwiches,A,2018-09-20T00:00:00.000,10.0,1
Manhattan,American,B,2018-09-21T00:00:00.000,15.0,1
Manhattan,American,A,2018-09-24T00:00:00.000,8.0,1
Manhattan,Chinese,B,2018-09-26T00:00:00.000,26.0,1
Manhattan,American,B,2018-09-27T00:00:00.000,23.0,1
Queens,American,A,2018-09-27T00:00:00.000,4.0,1
Brooklyn,Mexican,A,2018-09-28T00:00:00.000,11.0,1
Staten Island,American,B,2018-09-29T00:00:00.000,24.0,1
Brooklyn,Hamburgers,A,2018-10-02T00:00:00.000,13.0,1
Brooklyn,New American,A,2018-10-05T00:00:00.000,7.0,1
Staten Island,American,A,2018-10-05T00:00:00.000,12.0,1
Manhattan,American,A,2018-10-17T00:00:00.000,12.0,1
Queens,American,A,2018-10-17T00:00:00.000,9.0,1
Queens,Mexican,A,2018-10-17T00:00:00.000,2.0,1
Manhattan,American,A,2018-10-19T00:00:00.000,11.0,1
Brooklyn,Seafood,A,2018-10-20T00:00:00.000,10.0,1
Queens,Caribbean,B,2018-10-20T00:00:00.000,20.0,1
Brooklyn,Caribbean,A,2018-10-21T00:00:00.000,10.0,1
Manhattan,American,A,2018-10-23T00:00:00.000,8.0,1
Queens,American,A,2018-10-25T00:00:00.000,11.0,1
Brooklyn,Spanish,B,2018-10-27T00:00:00.000,22.0,1
Manhattan,Bottled Beverages,A,2018-10-30T00:00:00.000,4.0,1
Brooklyn,Coffee/Tea,A,2018-10-31T00:00:00.000,0.0,1
Manhattan,American,A,2018-11-01T00:00:00.000,2.0,1
Queens,Sandwiches/Salads/Mixed Buffet,A,2018-11-01T00:00:00.000,12.0,1
Manhattan,American,A,2018-11-05T00:00:00.000,5.0,1
Manhattan,American,A,2018-11-07T00:00:00.000,7.0,1
Manhattan,American,A,2018-11-09T00:00:00.000,3.7142857142857144,7
Queens,Soups/Salads/Sandwiches,A,2018-11-14T00:00:00.000,12.0,1
Staten Island,Italian,A,2018-11-14T00:00:00.000,10.0,1
Manhattan,Japanese,A,2018-11-20T00:00:00.000,12.0,1
Queens,American,A,2018-11-27T00:00:00.000,3.0,3
Queens,Italian,A,2018-11-27T00:00:00.000,12.0,1
Queens,Bottled Beverages,A,2018-11-29T00:00:00.000,2.0,1
Bronx,American,C,2018-12-06T00:00:00.000,63.0,1
Queens,Middle Eastern,A,2018-12-10T00:00:00.000,13.0,1
Manhattan,Vegan,A,2018-12-13T00:00:00.000,11.0,1
Manhattan,American,A,2018-12-18T00:00:00.000,2.0,1
Queens,Greek,A,2018-12-20T00:00:00.000,12.0,1
Manhattan,Chinese,A,2019-01-03T00:00:00.000,12.0,1
Queens,Korean,A,2019-01-06T00:00:00.000,13.0,1
Bronx,Caribbean,A,2019-01-17T00:00:00.000,12.0,1
Manhattan,American,A,2019-02-05T00:00:00.000,4.0,1
Brooklyn,Vegetarian,C,2019-02-11T00:00:00.000,34.0,1
Manhattan,American,A,2019-02-20T00:00:00.000,12.0,1
Staten Island,American,A,2019-02-20T00:00:00.000,2.0,1
Brooklyn,American,A,2019-02-21T00:00:00.000,13.0,1
Manhattan,American,A,2019-02-21T00:00:00.000,7.0,1
Manhattan,American,A,2019-02-22T00:00:00.000,2.0,1
Manhattan,American,A,2019-02-23T00:00:00.000,12.0,1
Queens,American,A,2019-02-24T00:00:00.000,12.0,1
Queens,Chinese,A,2019-02-24T00:00:00.000,7.0,1
Manhattan,American,A,2019-03-07T00:00:00.000,5.0,1
Queens,American,A,2019-03-07T00:00:00.000,2.0,2
Queens,Coffee/Tea,A,2019-03-07T00:00:00.000,7.0,1
Queens,German,A,2019-03-07T00:00:00.000,10.0,1
Queens,Hamburgers,A,2019-03-07T00:00:00.000,9.0,1
Queens,Jewish/Kosher,A,2019-03-07T00:00:00.000,7.0,1
Queens,Sandwiches/Salads/Mixed Buffet,A,2019-03-07T00:00:00.000,2.0,2
Brooklyn,American,A,2019-03-16T00:00:00.000,10.0,1
Manhattan,American,A,2019-03-16T00:00:00.000,2.0,1
Queens,American,A,2019-03-16T00:00:00.000,11.0,1
Manhattan,American,A,2019-03-20T00:00:00.000,12.0,1
Queens,American,A,2019-03-20T00:00:00.000,2.0,1
Queens,Korean,A,2019-03-23T00:00:00.000,7.0,1
Queens,Mediterranean,A,2019-03-23T00:00:00.000,10.0,1
Queens,Korean,A,2019-03-25T00:00:00.000,11.0,1
Queens,American,A,2019-03-26T00:00:00.000,13.0,1
Queens,Chinese,A,2019-03-29T00:00:00.000,10.0,1
Queens,American,A,2019-03-30T00:00:00.000,10.0,1
Manhattan,Mediterranean,A,2019-04-03T00:00:00.000,9.0,1
Queens,American,A,2019-04-03T00:00:00.000,11.0,1
Brooklyn,American,A,2019-04-05T00:00:00.000,11.0,1
Manhattan,American,A,2019-04-05T00:00:00.000,2.0,1
Manhattan,Latin American,A,2019-04-05T00:00:00.000,9.0,1
Manhattan,American,A,2019-04-10T00:00:00.000,11.0,1
Manhattan,American,A,2019-04-17T00:00:00.000,12.0,1
Bronx,American,A,2019-04-20T00:00:00.000,5.0,1
Manhattan,American,A,2019-04-24T00:00:00.000,7.0,1
Queens,Japanese,A,2019-04-25T00:00:00.000,2.0,1
Queens,Other,A,2019-04-25T00:00:00.000,13.0,1
Brooklyn,Latin American,C,2019-05-01T00:00:00.000,58.0,1
Brooklyn,Hamburgers,B,2019-05-02T00:00:00.000,22.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2019-05-07T00:00:00.000,5.0,1
Queens,Chinese,A,2019-05-09T00:00:00.000,9.0,1
Queens,American,A,2019-05-11T00:00:00.000,11.0,1
Queens,American,A,2019-05-15T00:00:00.000,10.0,1
Queens,American,A,2019-05-16T00:00:00.000,6.2,5
Queens,Coffee/Tea,A,2019-05-16T00:00:00.000,11.0,1
Queens,Donuts,A,2019-05-16T00:00:00.000,5.0,1
Queens,Japanese,A,2019-05-16T00:00:00.000,2.0,1
Queens,Mexican,A,2019-05-16T00:00:00.000,9.0,1
Queens,Other,A,2019-05-16T00:00:00.000,4.0,1
Queens,Pizza,A,2019-05-16T00:00:00.000,0.0,1
Manhattan,American,A,2019-05-22T00:00:00.000,9.0,1
Manhattan,Chinese,A,2019-05-23T00:00:00.000,13.0,1
Bronx,Coffee/Tea,A,2019-05-29T00:00:00.000,8.0,1
Queens,Italian,A,2019-05-29T00:00:00.000,5.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2019-05-30T00:00:00.000,10.0,1
Manhattan,American,A,2019-06-01T00:00:00.000,13.0,1
Queens,American,A,2019-06-01T00:00:00.000,12.0,1
Brooklyn,American,A,2019-06-04T00:00:00.000,1.0,2
Queens,Middle Eastern,B,2019-06-04T00:00:00.000,27.0,1
Manhattan,American,A,2019-06-06T00:00:00.000,3.8333333333333335,6
Bronx,American,A,2019-06-07T00:00:00.000,5.0,1
Brooklyn,American,A,2019-06-07T00:00:00.000,4.8,5
Brooklyn,Caribbean,A,2019-06-07T00:00:00.000,10.0,1
Brooklyn,Caribbean,A,2019-06-12T00:00:00.000,11.0,1
Brooklyn,Caribbean,C,2019-06-12T00:00:00.000,2.0,1
Manhattan,American,A,2019-06-12T00:00:00.000,9.0,1
Manhattan,American,A,2019-06-13T00:00:00.000,11.0,1
Queens,American,A,2019-06-13T00:00:00.000,12.0,1
Brooklyn,Mexican,A,2019-06-14T00:00:00.000,11.0,1
Manhattan,American,A,2019-06-14T00:00:00.000,13.0,1
Brooklyn,American,A,2019-06-15T00:00:00.000,9.0,1
Staten Island,American,A,2019-06-15T00:00:00.000,11.0,2
Brooklyn,Latin American,A,2019-06-17T00:00:00.000,11.0,1
Manhattan,Italian,A,2019-06-18T00:00:00.000,7.0,1
Manhattan,American,A,2019-06-19T00:00:00.000,4.0,1
Brooklyn,Sandwiches,A,2019-06-21T00:00:00.000,10.0,1
Brooklyn,American,A,2019-06-22T00:00:00.000,12.0,1
Brooklyn,Caribbean,A,2019-06-22T00:00:00.000,8.0,1
Queens,American,A,2019-06-23T00:00:00.000,7.0,1
Manhattan,American,A,2019-06-24T00:00:00.000,10.0,1
Manhattan,American,A,2019-06-27T00:00:00.000,10.0,1
Queens,American,A,2019-06-27T00:00:00.000,12.0,1
Staten Island,American,C,2019-06-27T00:00:00.000,31.0,1
Brooklyn,Russian,A,2019-06-28T00:00:00.000,10.0,1
Manhattan,American,A,2019-06-28T00:00:00.000,7.0,1
Queens,American,A,2019-06-28T00:00:00.000,12.0,1
Staten Island,American,A,2019-06-28T00:00:00.000,12.0,1
Manhattan,Latin American,A,2019-06-29T00:00:00.000,12.0,1
Manhattan,American,A,2019-07-11T00:00:00.000,10.0,1
Queens,Latin American,A,2019-07-11T00:00:00.000,12.0,1
Queens,Bottled Beverages,B,2019-07-26T00:00:00.000,22.0,1
Queens,American,A,2019-07-29T00:00:00.000,5.0,1
Queens,American,A,2019-07-31T00:00:00.000,13.0,1
Staten Island,American,A,2019-07-31T00:00:00.000,2.0,1
Queens,Caribbean,A,2019-08-01T00:00:00.000,4.0,1
Brooklyn,Coffee/Tea,A,2019-08-06T00:00:00.000,13.0,1
Manhattan,American,A,2019-08-07T00:00:00.000,11.0,1
Queens,Italian,A,2019-08-07T00:00:00.000,12.0,1
Manhattan,Coffee/Tea,A,2019-08-08T00:00:00.000,9.0,1
Staten Island,African,A,2019-08-14T00:00:00.000,13.0,1
Manhattan,Ethiopian,A,2019-08-15T00:00:00.000,9.0,1
Brooklyn,Vegetarian,C,2019-08-20T00:00:00.000,44.0,1
Brooklyn,American,A,2019-08-21T00:00:00.000,2.0,1
Brooklyn,Seafood,A,2019-08-21T00:00:00.000,2.0,1
Queens,Fruits/Vegetables,A,2019-08-22T00:00:00.000,11.0,1
Queens,Chinese,A,2019-08-26T00:00:00.000,12.0,1
Brooklyn,Caribbean,A,2019-08-29T00:00:00.000,13.0,1
Manhattan,American,A,2019-09-04T00:00:00.000,2.0,1
Bronx,American,A,2019-09-12T00:00:00.000,3.0,1
Manhattan,Vegan,A,2019-09-12T00:00:00.000,12.0,1
