boro,cuisine_description,grade,inspection_date,average_score,inspection_count
Manhattan,"Juice, Smoothies, Fruit Salads",A,2026-01-06T00:00:00.000,7.0,1
Manhattan,Mexican,A,2026-01-06T00:00:00.000,2.0,1
Manhattan,New American,A,2026-01-06T00:00:00.000,13.0,1
Manhattan,Pizza,A,2026-01-06T00:00:00.000,9.0,1
Manhattan,Salads,A,2026-01-06T00:00:00.000,3.0,1
Queens,American,A,2026-01-06T00:00:00.000,13.0,1
Queens,Coffee/Tea,A,2026-01-06T00:00:00.000,7.0,2
Queens,Frozen Desserts,A,2026-01-06T00:00:00.000,10.0,1
Queens,Hamburgers,A,2026-01-06T00:00:00.000,13.0,1
Queens,Jewish/Kosher,A,2026-01-06T00:00:00.000,13.0,1
Queens,Latin American,A,2026-01-06T00:00:00.000,13.0,1
Queens,Pizza,B,2026-01-06T00:00:00.000,23.0,1
Queens,Thai,A,2026-01-06T00:00:00.000,11.5,2
Bronx,American,A,2026-01-07T00:00:00.000,10.0,1
Bronx,Bakery Products/Desserts,A,2026-01-07T00:00:00.000,10.0,1
Bronx,Chinese,A,2026-01-07T00:00:00.000,13.0,1
Bronx,Coffee/Tea,A,2026-01-07T00:00:00.000,11.0,1
Bronx,Hamburgers,A,2026-01-07T00:00:00.000,12.0,1
Bronx,Latin American,A,2026-01-07T00:00:00.000,4.0,1
Bronx,Mexican,B,2026-01-07T00:00:00.000,16.0,1
Bronx,Sandwiches,A,2026-01-07T00:00:00.000,12.0,1
Bronx,Spanish,A,2026-01-07T00:00:00.000,10.666666666666666,3
Brooklyn,American,A,2026-01-07T00:00:00.000,5.75,4
Brooklyn,Chicken,A,2026-01-07T00:00:00.000,3.0,2
Brooklyn,Coffee/Tea,A,2026-01-07T00:00:00.000,7.0,1
Brooklyn,Coffee/Tea,B,2026-01-07T00:00:00.000,14.0,1
Brooklyn,Donuts,A,2026-01-07T00:00:00.000,5.0,1
Brooklyn,Eastern European,A,2026-01-07T00:00:00.000,12.0,1
Brooklyn,Italian,A,2026-01-07T00:00:00.000,12.0,1
Brooklyn,Jewish/Kosher,A,2026-01-07T00:00:00.000,12.0,1
Brooklyn,Latin American,A,2026-01-07T00:00:00.000,9.666666666666666,3
Brooklyn,Pizza,A,2026-01-07T00:00:00.000,11.0,1
Brooklyn,Russian,A,2026-01-07T00:00:00.000,10.0,1
Brooklyn,Spanish,A,2026-01-07T00:00:00.000,11.0,1
Manhattan,American,A,2026-01-07T00:00:00.000,8.428571428571429,7
Manhattan,Bottled Beverages,A,2026-01-07T00:00:00.000,9.0,1
Manhattan,Chinese,A,2026-01-07T00:00:00.000,3.0,2
Manhattan,Coffee/Tea,A,2026-01-07T00:00:00.000,7.5,6
Manhattan,Coffee/Tea,B,2026-01-07T00:00:00.000,22.0,1
Manhattan,Donuts,A,2026-01-07T00:00:00.000,7.0,1
Manhattan,Italian,A,2026-01-07T00:00:00.000,13.0,1
Manhattan,Japanese,B,2026-01-07T00:00:00.000,20.5,2
Manhattan,Latin American,A,2026-01-07T00:00:00.000,12.0,1
Manhattan,Mexican,A,2026-01-07T00:00:00.000,11.0,2
Manhattan,Middle Eastern,A,2026-01-07T00:00:00.000,11.0,1
Manhattan,Tapas,A,2026-01-07T00:00:00.000,12.0,1
Queens,American,A,2026-01-07T00:00:00.000,10.0,1
Queens,Bakery Products/Desserts,A,2026-01-07T00:00:00.000,13.0,1
Queens,Cajun,A,2026-01-07T00:00:00.000,13.0,1
Queens,Caribbean,A,2026-01-07T00:00:00.000,13.0,1
Queens,Caribbean,C,2026-01-07T00:00:00.000,58.0,1
Queens,Chicken,A,2026-01-07T00:00:00.000,12.5,2
Queens,Chinese,A,2026-01-07T00:00:00.000,11.0,2
Queens,Coffee/Tea,A,2026-01-07T00:00:00.000,13.0,1
Queens,Greek,A,2026-01-07T00:00:00.000,13.0,1
Queens,Latin American,A,2026-01-07T00:00:00.000,8.5,2
Queens,Peruvian,A,2026-01-07T00:00:00.000,12.0,1
Queens,Spanish,A,2026-01-07T00:00:00.000,12.0,1
Queens,Tex-Mex,A,2026-01-07T00:00:00.000,7.0,2
Staten Island,American,A,2026-01-07T00:00:00.000,13.0,1
Staten Island,Asian/Asian Fusion,A,2026-01-07T00:00:00.000,10.0,1
Staten Island,Chinese,A,2026-01-07T00:00:00.000,12.0,1
Staten Island,Donuts,A,2026-01-07T00:00:00.000,11.0,1
Staten Island,Middle Eastern,A,2026-01-07T00:00:00.000,10.0,1
Staten Island,Pizza,A,2026-01-07T00:00:00.000,5.0,1
Brooklyn,American,A,2026-01-08T00:00:00.000,13.0,1
Brooklyn,Bagels/Pretzels,B,2026-01-08T00:00:00.000,27.0,1
Brooklyn,Caribbean,A,2026-01-08T00:00:00.000,2.0,1
Brooklyn,Chinese,A,2026-01-08T00:00:00.000,11.0,2
Brooklyn,Chinese/Japanese,A,2026-01-08T00:00:00.000,13.0,1
Brooklyn,Coffee/Tea,A,2026-01-08T00:00:00.000,12.0,1
Brooklyn,Hotdogs/Pretzels,A,2026-01-08T00:00:00.000,10.0,1
Brooklyn,Sandwiches,B,2026-01-08T00:00:00.000,22.0,1
Brooklyn,Tex-Mex,A,2026-01-08T00:00:00.000,7.0,1
Brooklyn,Vegan,A,2026-01-08T00:00:00.000,8.0,1
Manhattan,American,A,2026-01-08T00:00:00.000,8.8,10
Manhattan,Bagels/Pretzels,A,2026-01-08T00:00:00.000,7.0,1
Manhattan,Bakery Products/Desserts,A,2026-01-08T00:00:00.000,8.0,3
Manhattan,Chinese,A,2026-01-08T00:00:00.000,10.0,1
Manhattan,Chinese,C,2026-01-08T00:00:00.000,37.0,1
Manhattan,Coffee/Tea,A,2026-01-08T00:00:00.000,7.2,10
Manhattan,Ethiopian,A,2026-01-08T00:00:00.000,13.0,1
Manhattan,Indian,A,2026-01-08T00:00:00.000,12.0,1
Manhattan,Italian,A,2026-01-08T00:00:00.000,13.0,2
Manhattan,Japanese,A,2026-01-08T00:00:00.000,13.0,1
Manhattan,Latin American,A,2026-01-08T00:00:00.000,11.0,1
Manhattan,Mediterranean,A,2026-01-08T00:00:00.000,12.0,1
Manhattan,Mexican,A,2026-01-08T00:00:00.000,9.5,2
Manhattan,Mexican,B,2026-01-08T00:00:00.000,20.0,1
Manhattan,Pizza,A,2026-01-08T00:00:00.000,8.0,4
Manhattan,Polish,B,2026-01-08T00:00:00.000,23.0,1
Manhattan,Portuguese,A,2026-01-08T00:00:00.000,12.0,1
Manhattan,Southeast Asian,A,2026-01-08T00:00:00.000,13.0,1
Manhattan,Spanish,A,2026-01-08T00:00:00.000,12.0,1
Manhattan,Thai,A,2026-01-08T00:00:00.000,8.0,2
Queens,American,A,2026-01-08T00:00:00.000,10.25,4
Queens,Bakery Products/Desserts,A,2026-01-08T00:00:00.000,12.0,1
Queens,Chinese,A,2026-01-08T00:00:00.000,2.0,1
Queens,Coffee/Tea,A,2026-01-08T00:00:00.000,10.0,2
Queens,Donuts,A,2026-01-08T00:00:00.000,4.0,1
Queens,Hamburgers,A,2026-01-08T00:00:00.000,3.0,2
Queens,Mexican,A,2026-01-08T00:00:00.000,12.0,1
Queens,Middle Eastern,A,2026-01-08T00:00:00.000,6.0,1
Queens,Pizza,A,2026-01-08T00:00:00.000,11.0,2
Queens,Spanish,A,2026-01-08T00:00:00.000,11.0,1
Brooklyn,American,A,2026-01-09T00:00:00.000,12.0,1
Brooklyn,Caribbean,A,2026-01-09T00:00:00.000,7.0,1
Brooklyn,Coffee/Tea,A,2026-01-09T00:00:00.000,7.0,3
Brooklyn,Jewish/Kosher,A,2026-01-09T00:00:00.000,9.0,1
Brooklyn,Jewish/Kosher,B,2026-01-09T00:00:00.000,21.0,1
Manhattan,American,A,2026-01-09T00:00:00.000,9.0,5
Manhattan,Bakery Products/Desserts,A,2026-01-09T00:00:00.000,7.666666666666667,3
Manhattan,Chicken,A,2026-01-09T00:00:00.000,12.0,1
Manhattan,Coffee/Tea,A,2026-01-09T00:00:00.000,9.6,5
Manhattan,English,A,2026-01-09T00:00:00.000,12.0,1
Manhattan,French,A,2026-01-09T00:00:00.000,5.0,1
Manhattan,Frozen Desserts,A,2026-01-09T00:00:00.000,13.0,1
Manhattan,Hamburgers,A,2026-01-09T00:00:00.000,10.0,1
Manhattan,Mexican,A,2026-01-09T00:00:00.000,10.0,1
Manhattan,New American,A,2026-01-09T00:00:00.000,13.0,1
Manhattan,Sandwiches,A,2026-01-09T00:00:00.000,11.0,2
Queens,Bakery Products/Desserts,A,2026-01-09T00:00:00.000,12.0,1
Queens,Chinese,A,2026-01-09T00:00:00.000,12.0,1
Queens,Korean,C,2026-01-09T00:00:00.000,33.0,1
Queens,Coffee/Tea,A,2026-01-10T00:00:00.000,12.0,1
Queens,Korean,A,2026-01-10T00:00:00.000,10.0,1
Bronx,American,A,2026-01-12T00:00:00.000,4.0,1
Bronx,Caribbean,B,2026-01-12T00:00:00.000,19.0,1
Bronx,Chicken,A,2026-01-12T00:00:00.000,13.0,1
Bronx,German,A,2026-01-12T00:00:00.000,13.0,1
Bronx,"Juice, Smoothies, Fruit Salads",A,2026-01-12T00:00:00.000,9.0,1
Bronx,Mexican,A,2026-01-12T00:00:00.000,12.0,1
Brooklyn,American,A,2026-01-12T00:00:00.000,13.0,1
Brooklyn,Asian/Asian Fusion,C,2026-01-12T00:00:00.000,38.0,1
Brooklyn,Chinese,A,2026-01-12T00:00:00.000,7.0,1
Brooklyn,Coffee/Tea,A,2026-01-12T00:00:00.000,11.666666666666666,3
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2026-01-12T00:00:00.000,12.0,1
Brooklyn,Mexican,A,2026-01-12T00:00:00.000,12.0,2
Brooklyn,Pizza,A,2026-01-12T00:00:00.000,2.0,1
Brooklyn,Pizza,C,2026-01-12T00:00:00.000,31.0,1
Brooklyn,Russian,A,2026-01-12T00:00:00.000,13.0,1
Brooklyn,Tex-Mex,A,2026-01-12T00:00:00.000,13.0,1
Manhattan,American,A,2026-01-12T00:00:00.000,6.666666666666667,6
Manhattan,American,B,2026-01-12T00:00:00.000,27.0,1
Manhattan,Chicken,A,2026-01-12T00:00:00.000,12.0,1
Manhattan,Coffee/Tea,A,2026-01-12T00:00:00.000,11.5,6
Manhattan,Donuts,A,2026-01-12T00:00:00.000,5.0,1
Manhattan,Japanese,A,2026-01-12T00:00:00.000,2.0,1
Manhattan,"Juice, Smoothies, Fruit Salads",A,2026-01-12T00:00:00.000,8.5,2
Manhattan,New American,A,2026-01-12T00:00:00.000,12.0,1
Manhattan,Other,A,2026-01-12T00:00:00.000,7.0,1
Manhattan,Salads,A,2026-01-12T00:00:00.000,3.0,1
Manhattan,Sandwiches/Salads/Mixed Buffet,A,2026-01-12T00:00:00.000,12.0,1
Manhattan,Tex-Mex,A,2026-01-12T00:00:00.000,10.0,1
Manhattan,Vegan,A,2026-01-12T00:00:00.000,13.0,1
Queens,American,A,2026-01-12T00:00:00.000,5.0,2
Queens,Bakery Products/Desserts,A,2026-01-12T00:00:00.000,13.0,1
Queens,Chicken,A,2026-01-12T00:00:00.000,10.0,1
Queens,Chinese,A,2026-01-12T00:00:00.000,13.0,1
Queens,Coffee/Tea,A,2026-01-12T00:00:00.000,10.0,2
Queens,Coffee/Tea,B,2026-01-12T00:00:00.000,15.0,1
Queens,Fusion,A,2026-01-12T00:00:00.000,9.0,1
Queens,Indian,A,2026-01-12T00:00:00.000,7.0,1
Queens,Japanese,A,2026-01-12T00:00:00.000,13.0,1
Queens,Jewish/Kosher,A,2026-01-12T00:00:00.000,13.0,1
Queens,"Juice, Smoothies, Fruit Salads",A,2026-01-12T00:00:00.000,11.0,1
Queens,Korean,A,2026-01-12T00:00:00.000,11.0,3
Queens,Latin American,B,2026-01-12T00:00:00.000,23.0,1
Queens,Pizza,A,2026-01-12T00:00:00.000,13.0,2
Queens,Thai,A,2026-01-12T00:00:00.000,10.5,2
Staten Island,American,A,2026-01-12T00:00:00.000,11.0,1
Staten Island,Bakery Products/Desserts,A,2026-01-12T00:00:00.000,6.0,1
Staten Island,Coffee/Tea,A,2026-01-12T00:00:00.000,4.0,1
Bronx,Chicken,A,2026-01-13T00:00:00.000,11.5,2
Bronx,Chinese,A,2026-01-13T00:00:00.000,5.0,1
Bronx,Coffee/Tea,A,2026-01-13T00:00:00.000,7.0,1
Bronx,Donuts,A,2026-01-13T00:00:00.000,7.0,1
Bronx,Pizza,A,2026-01-13T00:00:00.000,4.0,1
Brooklyn,American,A,2026-01-13T00:00:00.000,11.5,4
Brooklyn,Bakery Products/Desserts,A,2026-01-13T00:00:00.000,12.0,2
Brooklyn,Caribbean,A,2026-01-13T00:00:00.000,9.5,2
Brooklyn,Chicken,A,2026-01-13T00:00:00.000,12.0,1
Brooklyn,Chinese,A,2026-01-13T00:00:00.000,11.666666666666666,3
Brooklyn,Chinese,B,2026-01-13T00:00:00.000,24.0,1
Brooklyn,Coffee/Tea,A,2026-01-13T00:00:00.000,5.0,1
Brooklyn,Pizza,A,2026-01-13T00:00:00.000,10.0,1
Brooklyn,Thai,C,2026-01-13T00:00:00.000,56.0,1
Manhattan,American,A,2026-01-13T00:00:00.000,10.2,5
Manhattan,American,B,2026-01-13T00:00:00.000,21.0,2
Manhattan,Asian/Asian Fusion,A,2026-01-13T00:00:00.000,13.0,1
Manhattan,Chinese,A,2026-01-13T00:00:00.000,9.0,1
Manhattan,Coffee/Tea,A,2026-01-13T00:00:00.000,9.5,2
Manhattan,Hamburgers,A,2026-01-13T00:00:00.000,11.0,1
Manhattan,Italian,A,2026-01-13T00:00:00.000,10.25,4
Manhattan,Japanese,A,2026-01-13T00:00:00.000,13.0,1
Manhattan,"Juice, Smoothies, Fruit Salads",A,2026-01-13T00:00:00.000,8.0,1
Manhattan,New American,A,2026-01-13T00:00:00.000,11.5,2
Manhattan,Pizza,A,2026-01-13T00:00:00.000,11.0,2
Manhattan,Pizza,B,2026-01-13T00:00:00.000,27.0,1
Manhattan,Spanish,A,2026-01-13T00:00:00.000,13.0,1
Manhattan,Steakhouse,A,2026-01-13T00:00:00.000,2.0,1
Manhattan,Tex-Mex,A,2026-01-13T00:00:00.000,12.0,1
Manhattan,Thai,A,2026-01-13T00:00:00.000,9.0,1
Manhattan,Vegetarian,A,2026-01-13T00:00:00.000,13.0,1
Queens,American,A,2026-01-13T00:00:00.000,11.0,1
Queens,Caribbean,A,2026-01-13T00:00:00.000,11.0,2
Queens,Chinese,A,2026-01-13T00:00:00.000,13.0,1
Queens,Chinese,B,2026-01-13T00:00:00.000,26.0,1
Queens,Coffee/Tea,A,2026-01-13T00:00:00.000,8.0,1
Queens,Hamburgers,A,2026-01-13T00:00:00.000,8.0,1
Queens,Indian,A,2026-01-13T00:00:00.000,6.0,1
Queens,Latin American,A,2026-01-13T00:00:00.000,12.0,1
Queens,Sandwiches,A,2026-01-13T00:00:00.000,2.0,1
Queens,Tex-Mex,A,2026-01-13T00:00:00.000,6.0,2
Staten Island,American,A,2026-01-13T00:00:00.000,7.0,1
Staten Island,Japanese,A,2026-01-13T00:00:00.000,13.0,1
Bronx,Bottled Beverages,A,2026-01-14T00:00:00.000,13.0,1
Bronx,Coffee/Tea,A,2026-01-14T00:00:00.000,7.0,1
Bronx,Mexican,A,2026-01-14T00:00:00.000,13.0,1
Bronx,Pizza,A,2026-01-14T00:00:00.000,6.0,1
Bronx,Spanish,A,2026-01-14T00:00:00.000,9.0,1
Bronx,Tex-Mex,A,2026-01-14T00:00:00.000,2.0,1
Brooklyn,American,A,2026-01-14T00:00:00.000,8.0,3
Brooklyn,Chicken,C,2026-01-14T00:00:00.000,37.0,1
Brooklyn,Chinese,A,2026-01-14T00:00:00.000,12.0,1
Brooklyn,Chinese,B,2026-01-14T00:00:00.000,16.0,1
Brooklyn,Coffee/Tea,A,2026-01-14T00:00:00.000,11.0,1
Brooklyn,Donuts,A,2026-01-14T00:00:00.000,13.0,1
Brooklyn,Eastern European,A,2026-01-14T00:00:00.000,13.0,1
Brooklyn,Japanese,A,2026-01-14T00:00:00.000,10.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2026-01-14T00:00:00.000,7.0,1
Brooklyn,Latin American,A,2026-01-14T00:00:00.000,2.0,1
Brooklyn,Other,A,2026-01-14T00:00:00.000,13.0,1
Brooklyn,Pizza,A,2026-01-14T00:00:00.000,10.0,1
Brooklyn,Seafood,A,2026-01-14T00:00:00.000,11.0,2
Brooklyn,Spanish,A,2026-01-14T00:00:00.000,13.0,1
Manhattan,African,A,2026-01-14T00:00:00.000,13.0,1
Manhattan,American,A,2026-01-14T00:00:00.000,9.0,4
Manhattan,American,B,2026-01-14T00:00:00.000,26.0,1
Manhattan,Chicken,A,2026-01-14T00:00:00.000,9.0,1
Manhattan,Chinese,A,2026-01-14T00:00:00.000,4.0,1
Manhattan,Coffee/Tea,A,2026-01-14T00:00:00.000,10.5,2
Manhattan,French,A,2026-01-14T00:00:00.000,5.0,1
Manhattan,Hawaiian,A,2026-01-14T00:00:00.000,11.0,1
Manhattan,Italian,A,2026-01-14T00:00:00.000,12.0,5
Manhattan,Japanese,A,2026-01-14T00:00:00.000,7.0,1
Manhattan,Jewish/Kosher,A,2026-01-14T00:00:00.000,9.0,1
Manhattan,"Juice, Smoothies, Fruit Salads",A,2026-01-14T00:00:00.000,11.0,2
Manhattan,Latin American,A,2026-01-14T00:00:00.000,10.0,3
Manhattan,Sandwiches/Salads/Mixed Buffet,A,2026-01-14T00:00:00.000,13.0,1
Manhattan,Soups/Salads/Sandwiches,A,2026-01-14T00:00:00.000,9.0,1
Manhattan,Steakhouse,A,2026-01-14T00:00:00.000,12.0,1
Queens,American,A,2026-01-14T00:00:00.000,7.0,1
Queens,Bakery Products/Desserts,A,2026-01-14T00:00:00.000,9.5,2
Queens,Caribbean,A,2026-01-14T00:00:00.000,13.0,1
Queens,Chinese,A,2026-01-14T00:00:00.000,10.0,2
Queens,Italian,A,2026-01-14T00:00:00.000,13.0,1
Queens,Korean,A,2026-01-14T00:00:00.000,12.0,1
Queens,Latin American,A,2026-01-14T00:00:00.000,12.0,1
Queens,Pizza,A,2026-01-14T00:00:00.000,9.0,1
Queens,Spanish,A,2026-01-14T00:00:00.000,12.0,1
Brooklyn,American,A,2026-01-15T00:00:00.000,4.0,4
Brooklyn,American,B,2026-01-15T00:00:00.000,17.0,1
Brooklyn,Bakery Products/Desserts,A,2026-01-15T00:00:00.000,12.0,1
Brooklyn,Chicken,A,2026-01-15T00:00:00.000,5.0,1
Brooklyn,Chicken,C,2026-01-15T00:00:00.000,28.0,1
Brooklyn,Chinese,A,2026-01-15T00:00:00.000,12.0,1
Brooklyn,Coffee/Tea,A,2026-01-15T00:00:00.000,10.0,1
Brooklyn,Frozen Desserts,A,2026-01-15T00:00:00.000,7.0,1
Brooklyn,Italian,A,2026-01-15T00:00:00.000,12.0,1
Brooklyn,Japanese,A,2026-01-15T00:00:00.000,13.0,1
Brooklyn,"Juice, Smoothies, Fruit Salads",A,2026-01-15T00:00:00.000,6.0,2
Brooklyn,Latin American,A,2026-01-15T00:00:00.000,10.5,2
Brooklyn,Mexican,A,2026-01-15T00:00:00.000,12.0,2
Brooklyn,New American,A,2026-01-15T00:00:00.000,10.0,1
Brooklyn,Other,A,2026-01-15T00:00:00.000,13.0,1
Brooklyn,Pizza,A,2026-01-15T00:00:00.000,12.0,2
Brooklyn,Salads,A,2026-01-15T00:00:00.000,12.0,1
Manhattan,American,A,2026-01-15T00:00:00.000,9.857142857142858,7
Manhattan,Asian/Asian Fusion,A,2026-01-15T00:00:00.000,12.0,1
Manhattan,Bakery Products/Desserts,A,2026-01-15T00:00:00.000,12.0,1
Manhattan,Chicken,A,2026-01-15T00:00:00.000,9.0,1
Manhattan,Chinese,A,2026-01-15T00:00:00.000,12.0,4
Manhattan,Coffee/Tea,A,2026-01-15T00:00:00.000,11.0,2
Manhattan,Coffee/Tea,C,2026-01-15T00:00:00.000,42.0,1
Manhattan,Eastern European,A,2026-01-15T00:00:00.000,13.0,1
Manhattan,German,B,2026-01-15T00:00:00.000,24.0,1
Manhattan,Indian,A,2026-01-15T00:00:00.000,13.0,1
Manhattan,Irish,A,2026-01-15T00:00:00.000,10.0,1
Manhattan,Italian,A,2026-01-15T00:00:00.000,10.0,5
Manhattan,Japanese,A,2026-01-15T00:00:00.000,11.0,1
Manhattan,Jewish/Kosher,A,2026-01-15T00:00:00.000,12.0,1
Manhattan,"Juice, Smoothies, Fruit Salads",A,2026-01-15T00:00:00.000,12.0,2
Manhattan,Korean,A,2026-01-15T00:00:00.000,11.0,2
Manhattan,Latin American,A,2026-01-15T00:00:00.000,10.0,1
Manhattan,Latin American,B,2026-01-15T00:00:00.000,25.0,1
Manhattan,Mediterranean,A,2026-01-15T00:00:00.000,12.0,2
Manhattan,Mexican,A,2026-01-15T00:00:00.000,12.0,2
Manhattan,Middle Eastern,A,2026-01-15T00:00:00.000,12.0,1
Manhattan,Middle Eastern,B,2026-01-15T00:00:00.000,21.0,1
Manhattan,Other,A,2026-01-15T00:00:00.000,10.0,1
Manhattan,Pizza,A,2026-01-15T00:00:00.000,8.5,2
Manhattan,Pizza,B,2026-01-15T00:00:00.000,21.0,1
Manhattan,Salads,A,2026-01-15T00:00:00.000,12.0,1
Manhattan,Seafood,A,2026-01-15T00:00:00.000,12.0,1
Manhattan,Soups/Salads/Sandwiches,A,2026-01-15T00:00:00.000,9.0,1
Queens,American,A,2026-01-15T00:00:00.000,13.0,1
Queens,American,C,2026-01-15T00:00:00.000,34.0,1
Queens,Asian/Asian Fusion,A,2026-01-15T00:00:00.000,9.0,1
Queens,Caribbean,A,2026-01-15T00:00:00.000,13.0,1
Queens,Chicken,A,2026-01-15T00:00:00.000,13.0,1
Queens,Chinese,A,2026-01-15T00:00:00.000,10.0,3
Queens,Chinese,B,2026-01-15T00:00:00.000,23.0,1
Queens,Coffee/Tea,A,2026-01-15T00:00:00.000,7.0,1
Queens,Donuts,A,2026-01-15T00:00:00.000,7.0,2
Queens,Hamburgers,A,2026-01-15T00:00:00.000,7.0,1
Queens,Japanese,A,2026-01-15T00:00:00.000,11.0,1
Queens,"Juice, Smoothies, Fruit Salads",A,2026-01-15T00:00:00.000,12.0,1
Queens,Latin American,A,2026-01-15T00:00:00.000,9.0,1
Queens,Other,A,2026-01-15T00:00:00.000,2.0,1
Queens,Sandwiches,A,2026-01-15T00:00:00.000,2.0,1
Queens,Thai,A,2026-01-15T00:00:00.000,7.0,1
Staten Island,Other,A,2026-01-15T00:00:00.000,13.0,1
Bronx,Hamburgers,A,2026-01-16T00:00:00.000,11.0,1
Bronx,Italian,A,2026-01-16T00:00:00.000,11.0,1
Bronx,"Juice, Smoothies, Fruit Salads",A,2026-01-16T00:00:00.000,12.0,1
Bronx,Latin American,A,2026-01-16T00:00:00.000,13.0,1
Bronx,Spanish,A,2026-01-16T00:00:00.000,9.0,1
Brooklyn,Bakery Products/Desserts,A,2026-01-16T00:00:00.000,11.0,1
Brooklyn,Caribbean,A,2026-01-16T00:00:00.000,11.5,2
Brooklyn,Chicken,A,2026-01-16T00:00:00.000,10.0,1
Brooklyn,Coffee/Tea,A,2026-01-16T00:00:00.000,8.0,1
Brooklyn,Coffee/Tea,C,2026-01-16T00:00:00.000,32.0,1
Brooklyn,Irish,A,2026-01-16T00:00:00.000,3.0,1
Brooklyn,Japanese,A,2026-01-16T00:00:00.000,9.0,2
Brooklyn,Latin American,A,2026-01-16T00:00:00.000,2.0,1
Brooklyn,Mediterranean,A,2026-01-16T00:00:00.000,12.0,1
Brooklyn,New American,A,2026-01-16T00:00:00.000,13.0,1
Brooklyn,Pizza,A,2026-01-16T00:00:00.000,8.0,2
Brooklyn,Sandwiches,B,2026-01-16T00:00:00.000,27.0,1
Brooklyn,Seafood,A,2026-01-16T00:00:00.000,9.0,1
Brooklyn,Soul Food,A,2026-01-16T00:00:00.000,12.0,1
Brooklyn,Tex-Mex,A,2026-01-16T00:00:00.000,13.0,1
Brooklyn,Thai,A,2026-01-16T00:00:00.000,11.0,1
Manhattan,American,A,2026-01-16T00:00:00.000,10.5,2
Manhattan,Chinese,A,2026-01-16T00:00:00.000,11.0,3
Manhattan,Chinese,C,2026-01-16T00:00:00.000,2.0,1
Manhattan,Coffee/Tea,A,2026-01-16T00:00:00.000,5.0,2
Manhattan,Donuts,A,2026-01-16T00:00:00.000,10.0,1
Manhattan,Filipino,A,2026-01-16T00:00:00.000,2.0,1
Manhattan,Italian,A,2026-01-16T00:00:00.000,12.0,1
Queens,American,A,2026-01-16T00:00:00.000,11.0,1
Queens,Bangladeshi,B,2026-01-16T00:00:00.000,21.0,1
Queens,Chinese,A,2026-01-16T00:00:00.000,12.0,1
Queens,Coffee/Tea,A,2026-01-16T00:00:00.000,2.0,1
Queens,Donuts,A,2026-01-16T00:00:00.000,7.5,2
Queens,Indian,A,2026-01-16T00:00:00.000,13.0,1
Queens,Mexican,A,2026-01-16T00:00:00.000,8.0,1
Queens,Pizza,A,2026-01-16T00:00:00.000,7.0,1
Queens,Sandwiches,A,2026-01-16T00:00:00.000,9.666666666666666,3
Queens,Spanish,A,2026-01-16T00:00:00.000,7.0,1
Bronx,Irish,A,2026-01-17T00:00:00.000,11.0,1
Bronx,Latin American,B,2026-01-17T00:00:00.000,21.0,1
Bronx,Sandwiches/Salads/Mixed Buffet,A,2026-01-17T00:00:00.000,10.0,1
Brooklyn,American,A,2026-01-17T00:00:00.000,4.25,4
Brooklyn,Chinese,A,2026-01-17T00:00:00.000,5.0,1
Brooklyn,Chinese,B,2026-01-17T00:00:00.000,22.0,1
Brooklyn,Coffee/Tea,A,2026-01-17T00:00:00.000,10.0,1
Brooklyn,Latin American,A,2026-01-17T00:00:00.000,7.0,1
Brooklyn,Mexican,A,2026-01-17T00:00:00.000,12.0,1
Brooklyn,Not Listed/Not Applicable,A,2026-01-17T00:00:00.000,8.0,1
Brooklyn,Polish,A,2026-01-17T00:00:00.000,12.0,1
Manhattan,American,A,2026-01-17T00:00:00.000,10.0,1
Manhattan,Californian,A,2026-01-17T00:00:00.000,7.0,1
Queens,Bakery Products/Desserts,A,2026-01-17T00:00:00.000,11.0,1
Queens,Chinese,B,2026-01-17T00:00:00.000,24.0,1
Queens,Coffee/Tea,A,2026-01-17T00:00:00.000,5.0,1
Queens,Japanese,A,2026-01-17T00:00:00.000,11.0,2
Queens,Korean,A,2026-01-17T00:00:00.000,7.0,1
Queens,Mexican,A,2026-01-17T00:00:00.000,7.0,1
Queens,Thai,A,2026-01-17T00:00:00.000,12.0,1
Staten Island,Coffee/Tea,A,2026-01-17T00:00:00.000,8.0,1
Staten Island,Japanese,A,2026-01-17T00:00:00.000,12.0,1
Staten Island,Mediterranean,A,2026-01-17T00:00:00.000,12.0,1
Staten Island,Mexican,B,2026-01-17T00:00:00.000,27.0,1
Bronx,African,A,2026-01-20T00:00:00.000,10.0,1
Bronx,American,A,2026-01-20T00:00:00.000,4.0,1
Bronx,Bakery Products/Desserts,A,2026-01-20T00:00:00.000,6.0,1
Bronx,Chicken,A,2026-01-20T00:00:00.000,12.0,1
Bronx,Chinese,A,2026-01-20T00:00:00.000,9.0,2
Bronx,Hamburgers,A,2026-01-20T00:00:00.000,5.0,1
Bronx,Irish,A,2026-01-20T00:00:00.000,10.0,1
Bronx,Pizza,A,2026-01-20T00:00:00.000,12.0,1
Bronx,Spanish,C,2026-01-20T00:00:00.000,44.0,1
Brooklyn,American,B,2026-01-20T00:00:00.000,21.0,1
Brooklyn,Asian/Asian Fusion,A,2026-01-20T00:00:00.000,13.0,1
Brooklyn,Caribbean,A,2026-01-20T00:00:00.000,12.0,1
Brooklyn,Chicken,A,2026-01-20T00:00:00.000,10.0,1
